id,favorite_count,retweet_count
730924654643314689,6120,1963
730573383004487680,4888,2125
730427201120833536,3478,1048
730211855403241472,3805,1055
730196704625098752,4841,1897
729854734790754305,4012,1124
729838605770891264,1722,381
729823566028484608,3960,1240
729463711119904772,5774,2307
729113531270991872,1876,323
728986383096946689,3131,818
728760639972315136,4665,1693
728751179681943552,2760,676
728653952833728512,3296,1027
728409960103686147,4892,1993
728387165835677696,3681,956
728046963732717569,4283,1194
728035342121635841,4552,1656
728015554473250816,4099,1100
727685679342333952,2946,637
727644517743104000,5862,1741
727524757080539137,4454,1215
727314416056803329,3320,738
727286334147182592,3037,807
727175381690781696,3893,1377
727155742655025152,3609,1327
726935089318363137,6845,2448
726887082820554753,3828,1514
726828223124897792,3548,998
726224900189511680,4413,1141
725842289046749185,7055,2660
725786712245440512,4151,1361
725729321944506368,5188,1774
725458796924002305,1403,612
724983749226668032,3713,1305
724771698126512129,2339,635
724405726123311104,5255,1639
724049859469295616,4302,1766
724046343203856385,2646,553
724004602748780546,4161,1543
723912936180330496,3865,1229
723688335806480385,7638,2925
723673163800948736,2999,882
723179728551723008,5276,1857
722974582966214656,4074,1554
722613351520608256,4945,1628
721503162398597120,4595,1839
721001180231503872,2513,607
720785406564900865,3100,762
720775346191278080,2451,661
720415127506415616,4107,1493
720389942216527872,6342,2491
720340705894408192,2859,973
720059472081784833,3852,1111
720043174954147842,4882,1998
719991154352222208,4811,1730
719704490224398336,4521,1423
719551379208073216,5038,1899
719367763014393856,2791,739
719339463458033665,4411,1227
719332531645071360,3416,946
718971898235854848,3472,1071
718939241951195136,5229,1749
718631497683582976,18759,7997
718613305783398402,2421,478
718540630683709445,2443,1010
718460005985447936,2682,521
718454725339934721,4838,1502
718246886998687744,1912,500
718234618122661888,3847,990
717841801130979328,2458,602
717790033953034240,2869,1106
717537687239008257,5756,1846
717428917016076293,1610,450
717421804990701568,3149,842
717047459982213120,6266,1923
717009362452090881,3241,960
716802964044845056,4262,1165
716791146589110272,8104,1568
716730379797970944,1228,423
716447146686459905,13001,5832
716439118184652801,2366,207
716285507865542656,2752,1051
716080869887381504,6710,1895
715928423106027520,3178,875
715758151270801409,3701,1430
715733265223708672,4632,1679
715704790270025728,2785,562
715696743237730304,3892,1283
715680795826982913,4280,1608
715360349751484417,5446,1559
715342466308784130,3027,688
715220193576927233,2413,647
715200624753819648,5120,1874
715009755312439296,4148,1222
714982300363173890,3712,1026
714962719905021952,7318,4242
714957620017307648,4110,1403
714631576617938945,3270,993
714606013974974464,3617,924
714485234495041536,2673,1122
714258258790387713,3022,714
714251586676113411,3262,830
714214115368108032,2267,869
714141408463036416,4295,1392
713919462244790272,3277,783
713909862279876608,1896,534
713900603437621249,2823,738
713761197720473600,4849,1371
713411074226274305,4416,1292
713177543487135744,7191,2819
713175907180089344,4437,1468
712809025985978368,18471,6673
712717840512598017,12286,4959
712668654853337088,4160,1208
712438159032893441,5306,1558
712309440758808576,242,25
712097430750289920,3766,1023
712092745624633345,2929,883
712085617388212225,3257,484
712065007010385924,2255,619
711998809858043904,0,125
711968124745228288,8035,2291
711743778164514816,2827,976
711732680602345472,8802,4098
711694788429553666,32747,18251
711652651650457602,3837,908
711363825979756544,3633,1133
711306686208872448,3298,732
711008018775851008,2987,611
710997087345876993,4547,1375
710844581445812225,2531,686
710833117892898816,2670,533
710658690886586372,2304,555
710609963652087808,4776,2374
710588934686908417,4518,1858
710296729921429505,2367,733
710283270106132480,2139,517
710272297844797440,4516,1241
710269109699739648,2386,1116
710153181850935296,2892,882
710140971284037632,2744,872
710117014656950272,5466,1987
709918798883774466,3470,1078
709901256215666688,666,99
709852847387627521,3514,1198
709566166965075968,3539,1204
709556954897764353,3285,1066
709519240576036864,1488,236
709449600415961088,2216,566
709409458133323776,2609,683
709225125749587968,2398,570
709207347839836162,12505,5781
709198395643068416,2419,641
709179584944730112,1994,665
709158332880297985,2025,411
709042156699303936,4725,1624
708853462201716736,1789,656
708845821941387268,2974,897
708834316713893888,1675,496
708810915978854401,16432,6900
708738143638450176,2734,805
708711088997666817,2530,716
708479650088034305,2534,677
708469915515297792,3088,809
708400866336894977,15940,10038
708356463048204288,3570,1315
708349470027751425,2336,737
708149363256774660,4267,1545
708130923141795840,3373,848
708119489313951744,2681,977
708109389455101952,1936,547
708026248782585858,4379,1924
707995814724026368,3119,1119
707983188426153984,49,2
707969809498152960,2692,961
707776935007539200,3276,952
707741517457260545,2482,611
707738799544082433,4064,2454
707693576495472641,3399,991
707629649552134146,2562,875
707610948723478529,16931,6340
707420581654872064,2268,696
707411934438625280,2299,597
707387676719185920,3484,1285
707377100785885184,3273,1088
707315916783140866,2463,635
707297311098011648,2763,782
707059547140169728,2589,668
707038192327901184,2175,789
707021089608753152,4067,1351
707014260413456384,2303,596
706904523814649856,14541,7829
706901761596989440,2054,591
706681918348251136,3292,970
706644897839910912,2564,1087
706593038911545345,2142,630
706538006853918722,3464,1423
706516534877929472,3094,1029
706346369204748288,3443,923
706310011488698368,21265,7896
706291001778950144,1689,475
706265994973601792,2728,931
706169069255446529,3897,2205
706166467411222528,5157,1596
706153300320784384,1481,383
705975130514706432,3091,731
705970349788291072,3154,891
705898680587526145,2361,549
705786532653883392,1930,517
705591895322394625,3151,1150
705475953783398401,2953,911
705442520700944385,4421,1622
705428427625635840,3807,1680
705239209544720384,2999,745
705223444686888960,2578,797
705102439679201280,2139,517
705066031337840642,2178,616
704871453724954624,4265,1113
704859558691414016,2253,540
704847917308362754,5063,1523
704819833553219584,2630,988
704761120771465216,6620,2909
704499785726889984,2909,1012
704491224099647488,753,78
704480331685040129,3388,1061
704364645503647744,7990,3541
704347321748819968,1576,350
704134088924532736,1500,457
704113298707505153,1846,571
704054845121142784,2920,912
703774238772166656,1837,458
703769065844768768,3271,1139
703631701117943808,2573,677
703611486317502464,3848,1525
703425003149250560,3798,1360
703407252292673536,2444,693
703382836347330562,3505,1144
703356393781329922,1912,383
703268521220972544,1970,548
703079050210877440,7373,3072
703041949650034688,26305,12466
702932127499816960,2578,728
702899151802126337,1609,452
702684942141153280,3220,1074
702671118226825216,2199,555
702598099714314240,12211,3424
702539513671897089,2874,961
702332542343577600,3178,1546
702321140488925184,3261,1040
702276748847800320,2457,763
702217446468493312,4769,1331
701981390485725185,3448,990
701952816642965504,3838,1022
701889187134500865,3541,1386
701805642395348998,3412,1673
701601587219795968,2085,449
701570477911896070,2811,921
701545186879471618,2656,608
701214700881756160,12180,5089
700890391244103680,2208,565
700864154249383937,2590,621
700847567345688576,2454,499
700796979434098688,2432,937
700747788515020802,22797,9301
700518061187723268,2609,794
700505138482569216,2286,570
700462010979500032,4127,1783
700167517596164096,2627,733
700151421916807169,2233,671
700143752053182464,7519,2713
700062718104104960,2645,690
700029284593901568,2069,584
700002074055016451,3318,1340
699801817392291840,3060,953
699788877217865730,2225,508
699779630832685056,2739,1230
699775878809702401,1957,603
699691744225525762,10261,4606
699446877801091073,5940,2607
699434518667751424,2160,516
699423671849451520,1364,326
699413908797464576,2073,624
699370870310113280,1887,443
699323444782047232,3149,859
699088579889332224,2241,632
699079609774645248,2451,655
699072405256409088,2971,1190
699060279947165696,3755,1800
699036661657767936,2597,1198
698989035503689728,3342,972
698953797952008193,2678,897
698907974262222848,2540,625
698710712454139905,2466,678
698703483621523456,1443,379
698635131305795584,1293,338
698549713696649216,2323,622
698355670425473025,1854,449
698342080612007937,2264,951
698262614669991936,4740,1996
698195409219559425,16712,5961
698178924120031232,2804,737
697995514407682048,1515,331
697990423684476929,3281,1295
697943111201378304,2385,681
697881462549430272,3013,1178
697630435728322560,1743,541
697616773278015490,3161,1013
697596423848730625,3017,1262
697575480820686848,2034,497
697516214579523584,2052,1113
697482927769255936,2413,674
697463031882764288,3418,1397
697270446429966336,4686,1873
697259378236399616,3289,1002
697255105972801536,3031,1161
697242256848379904,2509,669
696900204696625153,3172,1019
696894894812565505,2339,676
696886256886657024,4850,1802
696877980375769088,2430,709
696754882863349760,1480,361
696744641916489729,2059,939
696713835009417216,2364,653
696518437233913856,3905,1704
696490539101908992,1214,141
696488710901260288,2531,1016
696405997980676096,3199,1156
696100768806522880,1928,653
695816827381944320,3008,1166
695794761660297217,3152,763
695767669421768709,1862,746
695629776980148225,4555,2092
695446424020918272,4388,1807
695409464418041856,8662,3567
695314793360662529,3619,1452
695095422348574720,2629,613
695074328191332352,2837,1094
695064344191721472,1596,588
695051054296211456,2658,786
694925794720792577,2690,916
694905863685980160,2743,937
694669722378485760,35755,14363
694356675654983680,1496,287
694352839993344000,2035,615
694342028726001664,1570,482
694329668942569472,2005,499
694206574471057408,4149,2031
694183373896572928,2945,923
694001791655137281,3404,1024
693993230313091072,1874,401
693942351086120961,1738,369
693647888581312512,2682,584
693644216740769793,1343,122
693642232151285760,2532,410
693629975228977152,2439,792
693622659251335168,1536,372
693590843962331137,5050,1955
693582294167244802,1646,253
693486665285931008,1780,634
693280720173801472,3342,1234
693267061318012928,2374,809
693262851218264065,2211,497
693231807727280129,2867,731
693155686491000832,7868,3203
693109034023534592,1715,612
693095443459342336,1856,461
692919143163629568,2668,753
692905862751522816,2421,864
692901601640583168,1766,601
692894228850999298,2265,806
692828166163931137,2862,879
692752401762250755,6820,3634
692568918515392513,4351,1532
692535307825213440,3172,1362
692530551048294401,1825,413
692423280028966913,1482,226
692417313023332352,9347,3465
692187005137076224,2521,819
692158366030913536,2142,788
692142790915014657,1648,394
692041934689402880,3391,1272
692017291282812928,2879,957
691820333922455552,3944,1658
691793053716221953,8121,4217
691756958957883396,2856,1000
691675652215414786,1952,508
691483041324204033,2385,562
691459709405118465,4038,1136
691444869282295808,2647,846
691416866452082688,19293,7616
691321916024623104,2555,662
691096613310316544,2954,877
691090071332753408,1715,335
690989312272396288,5891,2860
690959652130045952,3572,1247
690938899477221376,4086,1959
690932576555528194,3283,1019
690735892932222976,3779,1268
690728923253055490,2176,514
690690673629138944,2332,814
690649993829576704,1300,278
690607260360429569,294,18
690597161306841088,1949,600
690400367696297985,1885,452
690374419777196032,3245,846
690360449368465409,2668,878
690348396616552449,1506,516
690248561355657216,1670,415
690021994562220032,2792,1029
690015576308211712,2490,729
690005060500217858,3666,1686
689999384604450816,1417,369
689993469801164801,1460,449
689977555533848577,1370,446
689905486972461056,2436,699
689877686181715968,3035,1161
689835978131935233,2168,742
689661964914655233,3208,927
689659372465688576,10350,3863
689623661272240129,2226,640
689599056876867584,11637,5517
689557536375177216,2040,455
689517482558820352,3392,1425
689289219123089408,2252,940
689283819090870273,3265,1102
689280876073582592,1975,710
689275259254616065,1141,243
689255633275777024,2548,1080
689154315265683456,3068,1001
689143371370250240,2011,509
688916208532455424,2721,867
688908934925697024,2111,767
688898160958271489,2089,780
688894073864884227,2240,691
688828561667567616,1379,370
688804835492233216,961,191
688789766343622656,2211,662
688547210804498433,2594,699
688519176466644993,2313,724
688385280030670848,9281,4471
688211956440801280,2241,827
688179443353796608,2138,581
688116655151435777,2825,771
688064179421470721,1730,359
687841446767013888,5469,2507
687826841265172480,2748,1117
687818504314159109,2481,940
687807801670897665,2396,715
687732144991551489,1758,666
687704180304273409,2423,843
687664829264453632,1933,510
687494652870668288,1896,577
687480748861947905,1598,240
687476254459715584,1988,532
687460506001633280,2058,540
687399393394311168,1889,616
687317306314240000,20140,9153
687312378585812992,4355,1898
687127927494963200,5430,2268
687124485711986689,2166,504
687109925361856513,5794,2457
687102708889812993,2344,979
687096057537363968,2246,601
686947101016735744,8624,3181
686760001961103360,3519,1381
686749460672679938,3471,1451
686730991906516992,4133,1194
686683045143953408,2819,802
686618349602762752,3706,1361
686606069955735556,1884,541
686394059078897668,1734,687
686386521809772549,3256,877
686377065986265092,2210,568
686358356425093120,2179,668
686286779679375361,4001,1657
686050296934563840,2212,726
686035780142297088,1148,116
686034024800862208,3087,1142
686007916130873345,2487,411
686003207160610816,1830,625
685973236358713344,2101,523
685943807276412928,1629,593
685906723014619143,7506,2885
685681090388975616,2032,123
685667379192414208,2359,562
685663452032069632,3235,1456
685641971164143616,2937,779
685547936038666240,32916,15614
685532292383666176,3025,1154
685325112850124800,9450,3961
685321586178670592,2655,639
685315239903100929,3316,1043
685307451701334016,2071,440
685268753634967552,3099,1194
685198997565345792,2340,668
685169283572338688,4110,1428
684969860808454144,2387,368
684959798585110529,6822,3119
684940049151070208,3206,1045
684926975086034944,3492,460
684914660081053696,3511,1452
684902183876321280,1875,529
684880619965411328,2092,813
684830982659280897,35002,21640
684800227459624960,2735,1005
684594889858887680,8907,3501
684588130326986752,4112,1408
684567543613382656,3017,1211
684538444857667585,2648,947
684481074559381504,3888,1163
684460069371654144,1973,558
684241637099323392,8133,3275
684225744407494656,1229,208
684222868335505415,3821,1369
684200372118904832,2151,1033
684195085588783105,1910,511
684188786104872960,3489,1171
684177701129875456,2012,660
684147889187209216,2991,1513
684122891630342144,2010,466
684097758874210310,4111,1427
683857920510050305,3801,1121
683852578183077888,1933,345
683849932751646720,2608,963
683834909291606017,2621,1111
683828599284170753,2792,1061
683773439333797890,3342,1348
683742671509258241,6466,3301
683515932363329536,7331,2893
683498322573824003,3176,961
683481228088049664,2648,994
683462770029932544,2424,672
683449695444799489,3888,1603
683391852557561860,7625,2393
683357973142474752,2906,913
683142553609318400,2859,1042
683111407806746624,3394,910
683098815881154561,2157,657
683078886620553216,1988,560
683030066213818368,2160,737
682962037429899265,36772,16544
682808988178739200,1786,169
682788441537560576,2476,1107
682750546109968385,1515,439
682697186228989953,1315,356
682662431982772225,3057,1078
682638830361513985,2067,597
682429480204398592,3427,1153
682406705142087680,7552,1769
682393905736888321,2225,671
682389078323662849,1653,461
682303737705140231,3050,972
682259524040966145,4140,1204
682242692827447297,3245,1160
682088079302213632,18204,9842
682059653698686977,4936,1677
682047327939461121,3191,932
682032003584274432,6559,1999
682003177596559360,3125,1524
681981167097122816,2803,1028
681891461017812993,2465,814
681694085539872773,12762,4044
681679526984871937,1774,439
681654059175129088,2631,920
681610798867845120,1908,462
681579835668455424,3542,1295
681523177663676416,14257,5745
681340665377193984,1636,275
681339448655802368,9265,4075
681320187870711809,2640,739
681302363064414209,3918,1807
681297372102656000,3208,950
681281657291280384,3220,1092
681261549936340994,1454,268
681242418453299201,1487,526
681231109724700672,2407,483
681193455364796417,3688,1476
680970795137544192,2415,654
680959110691590145,4572,1996
680940246314430465,3188,1047
680934982542561280,2080,433
680913438424612864,2398,620
680889648562991104,1761,360
680836378243002368,3458,1315
680805554198020098,2148,662
680801747103793152,2374,814
680798457301471234,2841,1026
680609293079592961,2633,698
680583894916304897,3627,1327
680497766108381184,4219,1906
680494726643068929,1714,482
680473011644985345,2541,740
680440374763077632,1445,497
680221482581123072,1459,292
680206703334408192,2829,1164
680191257256136705,2141,499
680176173301628928,3876,1541
680161097740095489,2319,729
680145970311643136,3605,1733
680130881361686529,2283,937
680115823365742593,2712,901
680100725817409536,3556,1367
680085611152338944,12761,8947
680070545539371008,2574,866
679877062409191424,1983,645
679872969355714560,2178,657
679862121895714818,2446,617
679854723806179328,2837,1223
679844490799091713,2356,757
679828447187857408,36120,13934
679777920601223168,3085,1096
679736210798047232,2091,782
679729593985699840,2160,817
679722016581222400,1661,462
679530280114372609,4774,2069
679527802031484928,2625,715
679511351870550016,3347,1255
679503373272485890,3154,1457
679475951516934144,2079,634
679462823135686656,31407,18675
679405845277462528,2357,1196
679158373988876288,21172,7984
679148763231985668,2766,1019
679132435750195208,2953,1143
679111216690831360,5934,2554
679062614270468097,16852,8021
679047485189439488,2234,661
679001094530465792,2801,1214
678991772295516161,2279,1148
678969228704284672,1639,454
678800283649069056,2546,890
678798276842360832,3425,1154
678774928607469569,2791,896
678767140346941444,3496,1345
678764513869611008,1625,468
678755239630127104,7056,3248
678740035362037760,3733,1659
678708137298427904,5546,2401
678675843183484930,2837,1447
678643457146150913,2036,400
678446151570427904,3966,1525
678424312106393600,5428,2517
678410210315247616,4182,1786
678399652199309312,78501,31410
678396796259975168,1580,409
678389028614488064,1862,418
678380236862578688,2413,903
678341075375947776,1719,530
678334497360859136,1293,249
678278586130948096,11317,6014
678255464182861824,1580,361
678023323247357953,1895,375
678021115718029313,13515,6253
677961670166224897,3387,1661
677918531514703872,1336,402
677895101218201600,4780,2043
677716515794329600,3020,965
677700003327029250,3345,1422
677698403548192770,1216,315
677687604918272002,2463,841
677673981332312066,3292,1482
677662372920729601,1929,945
677644091929329666,1831,786
677573743309385728,2102,693
677565715327688705,1284,456
677557565589463040,2414,1132
677547928504967168,6856,3613
677530072887205888,1054,224
677335745548390400,3006,1751
677334615166730240,1328,281
677331501395156992,1073,232
677328882937298944,3586,1483
677314812125323265,1622,523
677301033169788928,1218,394
677269281705472000,1965,696
677228873407442944,3505,1620
677187300187611136,2706,906
676975532580409345,2738,1050
676957860086095872,2212,799
676949632774234114,1286,390
676948236477857792,2141,850
676946864479084545,1708,364
676942428000112642,2042,739
676936541936185344,12546,4843
676916996760600576,2939,1782
676897532954456065,2213,710
676864501615042560,2074,698
676821958043033607,22599,15330
676819651066732545,1788,651
676811746707918848,1399,415
676776431406465024,4924,1986
676617503762681856,2845,946
676613908052996102,1067,197
676606785097199616,1863,426
676603393314578432,1138,375
676593408224403456,4508,2123
676590572941893632,898,119
676588346097852417,2269,769
676582956622721024,1180,271
676575501977128964,2541,1099
676533798876651520,1840,544
676496375194980353,1499,523
676470639084101634,11418,4586
676440007570247681,1693,650
676430933382295552,1371,340
676263575653122048,2048,533
676237365392908289,1190,283
676219687039057920,75054,30490
676215927814406144,1710,563
676191832485810177,2237,1010
676146341966438401,1878,648
676121918416756736,2124,1139
676101918813499392,2774,1144
676098748976615425,2945,1395
676089483918516224,1286,427
675898130735476737,1586,561
675891555769696257,2087,835
675888385639251968,2338,936
675878199931371520,4096,1372
675870721063669760,1597,551
675853064436391936,2644,1264
675849018447167488,926,141
675845657354215424,2229,858
675822767435051008,1490,523
675820929667219457,1028,230
675798442703122432,10045,3335
675781562965868544,1595,456
675740360753160193,1142,333
675710890956750848,1850,795
675707330206547968,1937,666
675706639471788032,629,93
675534494439489536,1780,402
675531475945709568,1158,371
675522403582218240,1016,281
675517828909424640,1261,452
675501075957489664,16787,5691
675497103322386432,3076,1260
675489971617296384,1268,581
675483430902214656,1806,955
675432746517426176,1489,553
675372240448454658,1649,503
675362609739206656,1022,226
675354435921575936,31783,16367
675349384339542016,3824,2210
675334060156301312,2698,1250
675166823650848770,3504,1548
675153376133427200,6107,2511
675149409102012420,3660,1637
675147105808306176,918,228
675146535592706048,1152,288
675145476954566656,2084,870
675135153782571009,1271,470
675113801096802304,1906,764
675111688094527488,941,245
675109292475830276,2725,1102
675047298674663426,1037,316
675015141583413248,2639,1155
675006312288268288,961,217
675003128568291329,1522,454
674999807681908736,2184,1073
674805413498527744,839,344
674800520222154752,2939,829
674793399141146624,2449,1061
674790488185167872,1073,242
674788554665512960,795,203
674781762103414784,1951,1156
674774481756377088,1085,454
674767892831932416,1779,758
674764817387900928,774,229
674754018082705410,1332,431
674752233200820224,1428,449
674743008475090944,1361,533
674742531037511680,474,49
674739953134403584,1070,374
674737130913071104,630,85
674690135443775488,1117,458
674670581682434048,1568,630
674664755118911488,891,245
674646392044941312,1394,478
674644256330530816,1004,262
674638615994089473,1641,561
674632714662858753,1464,555
674606911342424069,918,95
674468880899788800,6051,1971
674447403907457024,1034,346
674436901579923456,1087,378
674422304705744896,1395,525
674416750885273600,669,133
674410619106390016,1164,448
674394782723014656,1468,554
674372068062928900,829,305
674330906434379776,549,72
674318007229923329,1370,505
674307341513269249,11029,6739
674291837063053312,14291,5663
674271431610523648,1524,710
674269164442398721,885,223
674265582246694913,1597,817
674262580978937856,1270,437
674255168825880576,1425,526
674082852460433408,739,163
674075285688614912,960,272
674063288070742018,6192,2125
674053186244734976,3196,1248
674051556661161984,1407,472
674045139690631169,1369,619
674042553264685056,700,122
674038233588723717,1072,402
674036086168010753,828,202
674024893172875264,1722,1181
674019345211760640,1094,292
674014384960745472,1510,611
674008982932058114,1160,339
673956914389192708,1896,922
673919437611909120,1133,360
673906403526995968,3081,1574
673887867907739649,906,245
673716320723169284,2995,722
673715861853720576,3433,1988
673711475735838725,1005,291
673709992831262724,810,263
673708611235921920,1043,275
673707060090052608,1063,378
673705679337693185,1220,393
673700254269775872,1383,545
673697980713705472,3848,1896
673689733134946305,1684,622
673688752737402881,1222,477
673686845050527744,1397,418
673680198160809984,1327,448
673662677122719744,1216,354
673656262056419329,698,229
673636718965334016,1071,345
673612854080196609,1556,695
673583129559498752,1154,344
673580926094458881,805,264
673576835670777856,1343,545
673363615379013632,993,291
673359818736984064,1404,648
673355879178194945,1453,554
673352124999274496,1609,520
673350198937153538,728,202
673345638550134785,2427,1214
673343217010679808,940,258
673342308415348736,1230,555
673320132811366400,13022,7593
673317986296586240,851,244
673295268553605120,7259,3059
673270968295534593,1036,348
673240798075449344,1384,697
673213039743795200,2174,813
673148804208660480,1638,605
672997845381865473,1899,686
672995267319328768,917,276
672988786805112832,956,278
672984142909456390,1216,521
672980819271634944,1758,974
672975131468300288,1622,870
672970152493887488,921,341
672968025906282496,1283,522
672964561327235073,1380,619
672902681409806336,1323,478
672898206762672129,879,408
672884426393653248,1499,808
672877615439593473,997,341
672834301050937345,1276,541
672828477930868736,1217,470
672640509974827008,947,303
672622327801233409,1249,466
672614745925664768,1187,555
672609152938721280,1078,375
672604026190569472,1081,382
672594978741354496,1295,588
672591762242805761,924,325
672591271085670400,701,177
672538107540070400,998,350
672523490734551040,612,161
672488522314567680,1071,417
672482722825261057,1094,573
672481316919734272,698,123
672475084225949696,1397,675
672466075045466113,1307,512
672272411274932228,6231,3232
672267570918129665,1443,590
672264251789176834,1098,324
672256522047614977,2727,1475
672254177670729728,1387,711
672248013293752320,1682,579
672245253877968896,662,148
672239279297454080,865,311
672231046314901505,1770,967
672222792075620352,758,204
672205392827572224,2187,1111
672169685991993344,987,353
672160042234327040,844,343
672139350159835138,1689,665
672125275208069120,2308,1098
672095186491711488,971,356
672082170312290304,910,352
672068090318987265,1249,498
671896809300709376,8217,4015
671891728106971137,1275,557
671882082306625538,3343,1338
671879137494245376,1365,639
671874878652489728,1208,529
671866342182637568,1082,473
671855973984772097,871,418
671789708968640512,6817,3336
671768281401958400,1152,481
671763349865160704,1616,873
671744970634719232,1306,731
671743150407421952,727,228
671735591348891648,1392,727
671729906628341761,8209,4181
671561002136281088,12345,6957
671550332464455680,879,201
671547767500775424,1299,570
671544874165002241,1893,1010
671542985629241344,1056,541
671538301157904385,904,373
671536543010570240,1132,388
671533943490011136,983,554
671528761649688577,815,248
671520732782923777,1347,508
671518598289059840,915,284
671511350426865664,1544,676
671504605491109889,6751,3415
671497587707535361,887,428
671488513339211776,968,456
671486386088865792,561,188
671485057807351808,737,225
671390180817915904,1399,717
671362598324076544,1066,286
671357843010908160,387,147
671355857343524864,471,114
671347597085433856,926,414
671186162933985280,710,202
671182547775299584,1082,323
671166507850801152,848,330
671163268581498880,1595,1050
671159727754231808,359,78
671154572044468225,687,209
671151324042559489,645,147
671147085991960577,648,204
671141549288370177,1113,630
671138694582165504,892,386
671134062904504320,721,185
671122204919246848,3379,2419
671115716440031232,1321,746
671109016219725825,1105,418
670995969505435648,1073,283
670842764863651840,23816,8348
670840546554966016,564,187
670838202509447168,1077,667
670833812859932673,427,117
670832455012716544,709,208
670826280409919488,5325,3901
670823764196741120,750,180
670822709593571328,588,91
670815497391357952,3061,1480
670811965569282048,1088,260
670807719151067136,1123,470
670804601705242624,1894,917
670803562457407488,332,84
670797304698376195,711,229
670792680469889025,799,264
670789397210615808,640,225
670786190031921152,581,194
670783437142401025,801,372
670782429121134593,1502,737
670780561024270336,766,279
670778058496974848,318,71
670764103623966721,1040,403
670755717859713024,427,106
670733412878163972,928,494
670727704916926465,802,343
670717338665226240,1158,466
670704688707301377,751,357
670691627984359425,574,231
670679630144274432,728,272
670676092097810432,240,40
670668383499735048,10302,4812
670474236058800128,1458,711
670468609693655041,346,84
670465786746662913,939,525
670452855871037440,531,195
670449342516494336,1160,626
670444955656130560,6492,1904
670442337873600512,627,191
670435821946826752,1019,494
670434127938719744,1358,620
670433248821026816,319,106
670428280563085312,1334,593
670427002554466305,508,154
670421925039075328,1263,606
670420569653809152,602,302
670417414769758208,553,309
670411370698022913,1949,851
670408998013820928,536,211
670403879788544000,409,144
670385711116361728,546,195
670374371102445568,721,258
670361874861563904,320,63
670338931251150849,415,103
670319130621435904,3751,1166
670303360680108032,419,126
670290420111441920,676,270
670093938074779648,993,317
670086499208155136,675,244
670079681849372674,2148,1173
670073503555706880,1516,757
670069087419133954,603,226
670061506722140161,736,319
670055038660800512,646,316
670046952931721218,625,165
670040295598354432,728,106
670037189829525505,576,261
670003130994700288,319,87
669993076832759809,314,81
669972011175813120,428,149
669970042633789440,293,55
669942763794931712,489,154
669926384437997569,364,94
669923323644657664,227,53
669753178989142016,782,376
669749430875258880,254,63
669684865554620416,496,87
669683899023405056,377,105
669682095984410625,344,129
669680153564442624,647,271
669661792646373376,785,413
669625907762618368,3409,1739
669603084620980224,914,347
669597912108789760,501,145
669583744538451968,1441,887
669573570759163904,424,134
669571471778410496,1541,977
669567591774625800,228,53
669564461267722241,375,118
669393256313184256,349,71
669375718304980992,1279,699
669371483794317312,475,170
669367896104181761,444,145
669363888236994561,600,219
669359674819481600,357,116
669354382627049472,2606,1231
669353438988365824,606,251
669351434509529089,420,173
669328503091937280,981,400
669327207240699904,554,114
669324657376567296,484,200
669216679721873412,1154,392
669214165781868544,426,154
669203728096960512,974,454
669037058363662336,632,299
669015743032369152,719,358
669006782128353280,559,238
669000397445533696,20177,6109
668994913074286592,425,217
668992363537309700,723,327
668989615043424256,654,318
668988183816871936,874,445
668986018524233728,534,158
668981893510119424,521,290
668979806671884288,770,334
668975677807423489,1255,556
668967877119254528,140,21
668960084974809088,681,231
668955713004314625,266,68
668932921458302977,254,55
668902994700836864,308,97
668892474547511297,385,144
668872652652679168,509,289
668852170888998912,437,153
668826086256599040,422,129
668815180734689280,543,254
668779399630725120,681,353
668655139528511488,505,210
668645506898350081,849,510
668643542311546881,847,507
668641109086707712,1035,524
668636665813057536,1008,476
668633411083464705,2698,1552
668631377374486528,686,303
668627278264475648,307,108
668625577880875008,370,123
668623201287675904,1369,724
668620235289837568,192,38
668614819948453888,597,306
668587383441514497,1610,1028
668567822092664832,235,50
668544745690562560,495,215
668542336805281792,436,204
668537837512433665,245,68
668528771708952576,446,213
668507509523615744,312,101
668496999348633600,394,126
668484198282485761,412,225
668480044826800133,442,142
668466899341221888,858,493
668297328638447616,603,285
668291999406125056,234,29
668286279830867968,483,131
668274247790391296,794,224
668268907921326080,537,227
668256321989451776,1248,576
668248472370458624,940,462
668237644992782336,5969,2719
668226093875376128,288,97
668221241640230912,495,187
668204964695683073,537,187
668190681446379520,625,191
668171859951755264,465,184
668154635664932864,479,296
668142349051129856,556,270
668113020489474048,645,225
667937095915278337,1211,761
667924896115245057,285,108
667915453470232577,199,54
667911425562669056,472,284
667902449697558528,825,362
667886921285246976,1795,1030
667885044254572545,791,452
667878741721415682,379,113
667873844930215936,603,386
667866724293877760,2916,985
667861340749471744,234,74
667832474953625600,286,60
667806454573760512,1015,469
667801013445750784,315,93
667793409583771648,675,315
667782464991965184,400,236
667773195014021121,226,52
667766675769573376,421,204
667728196545200128,364,143
667724302356258817,462,306
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5546,2159
667546741521195010,327,116
667544320556335104,827,499
667538891197542400,196,62
667534815156183040,785,498
667530908589760512,446,226
667524857454854144,1624,1068
667517642048163840,353,182
667509364010450944,6517,2024
667502640335572993,520,212
667495797102141441,502,254
667491009379606528,511,213
667470559035432960,244,90
667455448082227200,183,56
