id,favorite_count,retweet_count
805958939288408065,0,5503
805932879469572096,8467,1967
805826884734976000,6715,1878
805823200554876929,0,8240
805520635690676224,5877,1704
805487436403003392,8982,2582
805207613751304193,8004,1757
804738756058218496,14001,3918
804475857670639616,6280,2066
804413760345620481,0,3318
804026241225523202,45482,16580
803773340896923648,10294,2820
803692223237865472,0,7616
803638050916102144,11199,4248
803380650405482500,7948,1909
803321560782307329,0,5462
803276597545603072,10259,2522
802952499103731712,9224,2063
802624713319034886,0,2985
802600418706604034,7264,1509
802572683846291456,9133,2575
802323869084381190,16590,5987
802265048156610565,6923,1412
802239329049477120,9287,2690
802185808107208704,0,279
801958328846974976,7921,1755
801854953262350336,1815,243
801538201127157760,8409,2117
801285448605831168,6195,845
801167903437357056,25031,6084
801127390143516673,0,4052
801115127852503040,8267,2158
800859414831898624,699,98
800855607700029440,0,1654
800751577355128832,10799,2867
800513324630806528,13430,3066
800459316964663297,9714,2229
800443802682937345,0,4422
800388270626521089,11412,2878
800188575492947969,0,4044
800141422401830912,15647,2615
800018252395122689,29022,13518
799774291445383169,0,4814
799757965289017345,8582,2218
799422933579902976,8237,1972
799308762079035393,0,5616
799297110730567681,10124,2837
799063482566066176,8253,2524
798933969379225600,13396,4590
798925684722855936,7657,1479
798705661114773508,0,6819
798701998996647937,0,7997
798697898615730177,0,6673
798694562394996736,0,5089
798686750113755136,0,2393
798682547630837760,0,4843
798673117451325440,0,5691
798665375516884993,0,4015
798644042770751489,0,1904
798628517273620480,0,2024
798585098161549313,0,5862
798576900688019456,0,6003
798340744599797760,0,3440
798209839306514432,10668,2624
797971864723324932,11883,3192
797545162159308800,14882,4998
797236660651966464,20400,6764
797165961484890113,228,26
796904159865868288,0,9153
796865951799083009,7867,1964
796759840936919040,12113,3126
796563435802726400,0,7458
796484825502875648,7753,1808
796387464403357696,11257,4262
796177847564038144,0,14664
796149749086875649,33006,14664
796125600683540480,5082,1857
796116448414461957,9321,2480
796080075804475393,8652,2378
796031486298386433,11055,3810
795464331001561088,50804,24297
795400264262053889,10291,2954
795076730285391872,16574,5571
794983741416415232,0,3464
794926597468000259,10488,2372
794355576146903043,0,10583
794332329137291264,9803,2742
794205286408003585,9423,3401
793962221541933056,17212,5018
793845145112371200,9441,1919
793614319594401792,0,3219
793601777308463104,8163,1671
793500921481273345,10917,2436
793286476301799424,25174,9410
793271401113350145,8900,2456
793256262322548741,20429,8568
793241302385262592,10748,3383
793226087023144960,10067,2943
793210959003287553,9126,2871
793195938047070209,15635,5779
793180763617361921,7093,2055
793165685325201412,9633,2857
793150605191548928,6321,1744
793135492858580992,6587,2555
793120401413079041,12976,4022
792913359805018113,14657,4078
792883833364439040,11567,4380
792773781206999040,7515,1723
792394556390137856,13767,4405
792050063153438720,7322,1851
791821351946420224,0,21640
791784077045166082,0,9842
791780927877898241,0,3916
791774931465953280,46143,22793
791672322847637504,12018,3219
791406955684368384,13430,4228
791312159183634433,8973,2604
791026214425268224,0,4203
790987426131050500,10053,2186
790946055508652032,17026,4804
790723298204217344,0,2371
790698755171364864,8413,1977
790581949425475584,21105,7345
790337589677002753,8008,1925
790277117346975746,12840,3254
790227638568808452,0,3657
789986466051088384,9467,2371
789960241177853952,0,4222
789903600034189313,10593,4230
789628658055020548,7661,1819
789599242079838210,6906,1973
789530877013393408,11991,3464
789314372632018944,8843,2353
789280767834746880,0,5071
789268448748703744,9308,2672
789137962068021249,9931,2870
788908386943430656,28017,12767
788765914992902144,27946,10583
788552643979468800,0,7357
788412144018661376,15895,5402
788178268662984705,7380,2146
788150585577050112,6255,1318
788070120937619456,0,3515
788039637453406209,6258,1352
787810552592695296,8825,3130
787717603741622272,10474,2852
787397959788929025,11106,2907
787322443945877504,7953,1784
787111942498508800,0,6901
786963064373534720,27177,8164
786729988674449408,0,2475
786709082849828864,18631,6250
786664955043049472,10833,2617
786595970293370880,9619,3186
786363235746385920,11124,3592
786286427768250368,8138,2912
786233965241827333,15583,4858
786051337297522688,1453,158
786036967502913536,0,7188
785927819176054784,11624,3257
785872687017132033,6833,1861
785639753186217984,7993,2284
785533386513321988,9294,2038
785515384317313025,6231,1288
785264754247995392,7399,1677
785170936622350336,12287,4943
784826020293709826,10321,3318
784517518371221505,9146,2593
784431430411685888,5809,1299
784183165795655680,20490,8240
784057939640352768,30352,11369
783839966405230592,30601,11009
783821107061198850,7501,2013
783695101801398276,10663,3282
783466772167098368,8622,2295
783391753726550016,17204,5604
783347506784731136,0,5663
783334639985389568,29710,11933
783085703974514689,8306,2242
782969140009107456,24582,7528
782747134529531904,7620,1438
782722598790725632,17602,5503
782598640137187329,7950,1912
782305867769217024,16962,5692
782021823840026624,0,6340
781955203444699136,11329,3443
781661882474196992,10624,2774
781655249211752448,4068,1146
781524693396357120,21102,5673
781308096455073793,7273,2598
781251288990355457,8578,2120
781163403222056960,9989,2790
780931614150983680,22020,7458
780858289093574656,7313,2047
780800785462489090,5591,1326
780601303617732608,12324,3410
780543529827336192,6425,1775
780496263422808064,0,3773
780476555013349377,0,116
780459368902959104,5390,1099
780192070812196864,8855,2294
780092040432480260,0,2341
780074436359819264,12414,5067
779834332596887552,19238,7188
779377524342161408,8957,3172
779124354206535695,0,18675
779056095788752897,15026,4609
778990705243029504,20312,7354
778774459159379968,0,10089
778764940568104960,883,367
778748913645780993,7010,1339
778650543019483137,5868,1531
778624900596654080,4718,1027
778408200802557953,13835,4412
778396591732486144,0,12466
778383385161035776,5939,1123
778286810187399168,10553,3356
778039087836069888,8640,2690
778027034220126208,6658,1645
777953400541634568,0,3591
777885040357281792,6458,1653
777684233540206592,11414,2985
777641927919427584,0,4304
777621514455814149,8892,2543
777189768882946048,14498,4373
776819012571455488,0,13934
776813020089548800,4953,1233
776477788987613185,8965,2834
776249906839351296,0,9301
776218204058357768,30382,16140
776201521193218049,9777,2552
776113305656188928,11959,4422
776088319444877312,1870,153
775898661951791106,0,16819
775842724423557120,11904,2699
775733305207554048,14075,4052
775729183532220416,13173,4663
775364825476165632,7506,3018
775350846108426240,10316,3965
775085132600442880,15782,4814
774757898236878852,8728,1819
774639387460112384,6839,1756
774314403806253056,22095,5616
773985732834758656,10894,3935
773922284943896577,6488,1775
773704687002451968,6697,1653
773670353721753600,5422,1334
773547596996571136,22420,6273
773336787167145985,0,5164
773308824254029826,23642,7585
773247561583001600,9584,3293
773191612633579521,10125,4209
772877495989305348,8698,3942
772826264096874500,8177,2387
772615324260794368,0,3434
772581559778025472,6590,1719
772193107915964416,6123,1414
772152991789019136,3852,1149
772117678702071809,3826,751
772114945936949249,2764,474
772102971039580160,4054,953
771908950375665664,6677,1933
771770456517009408,12170,3440
771500966810099713,8368,2646
771380798096281600,10626,5164
771171053431250945,0,7593
771136648247640064,9269,2972
771102124360998913,6326,1461
771014301343748096,6972,1681
770787852854652928,4991,1217
770772759874076672,5248,1433
770655142660169732,7431,1794
770414278348247044,6398,2127
770293558247038976,6321,1503
770093767776997377,0,3099
770069151037685760,7684,2328
769940425801170949,31760,9699
769695466921623552,6487,1697
769335591808995329,0,7829
769212283578875904,5466,1750
768970937022709760,14549,6602
768909767477751808,0,2713
768855141948723200,4251,901
768609597686943744,4169,1219
768596291618299904,5097,1297
768554158521745409,0,5909
768473857036525572,13787,3477
768193404517830656,11000,3591
767884188863397888,4798,1401
767754930266464257,16194,5462
767500508068192258,7583,2371
767191397493538821,12423,3814
767122157629476866,10286,2894
766864461642756096,0,5706
766793450729734144,5133,1370
766714921925144576,2637,383
766693177336135680,4066,810
766423258543644672,6054,1608
766313316352462849,6868,1911
766078092750233600,0,2660
766069199026450432,4275,863
766008592277377025,3788,502
765719909049503744,7306,2171
765669560888528897,5239,1240
765395769549590528,26871,3417
765371061932261376,7139,2192
765222098633691136,11742,3434
764857477905154048,6509,1794
764259802650378240,6082,1518
763956972077010945,762,56
763837565564780549,12730,4203
763183847194451968,5433,1489
763167063695355904,0,3059
763103485927849985,7436,2320
762699858130116608,12253,3657
762471784394268675,11326,6492
762464539388485633,10394,4222
762316489655476224,4845,1131
762035686371364864,32204,15714
761976711479193600,5464,2032
761750502866649088,0,3961
761745352076779520,4307,874
761672994376806400,49968,29405
761599872357261312,4168,1200
761371037149827077,0,18251
761334018830917632,5242,1465
761292947749015552,4527,1095
761227390836215808,5368,1584
761004547850530816,11437,3515
760893934457552897,3850,987
760656994973933572,6643,1929
760641137271070720,5017,1314
760539183865880579,7636,3663
760521673607086080,4262,1400
760290219849637889,27054,11621
760252756032651264,3969,876
760190180481531904,5746,1822
760153949710192640,0,31
759943073749200896,5997,2095
759923798737051648,14789,5706
759846353224826880,6782,1998
759793422261743616,6017,1934
759557299618865152,4738,1197
759447681597108224,8562,2475
759446261539934208,1687,494
759197388317847553,6126,1963
759159934323924993,0,1166
759099523532779520,14644,4212
759047813560868866,6547,2042
758854675097526272,3586,906
758828659922702336,11311,3870
758740312047005698,5785,1625
758474966123810816,3843,1011
758467244762497024,4829,2237
758405701903519748,5241,1927
758355060040593408,3434,1089
758099635764359168,19245,10089
758041019896193024,2726,379
757741869644341248,6936,3281
757729163776290825,0,8021
757725642876129280,4580,1223
757611664640446465,4604,1114
757597904299253760,0,301
757596066325864448,4368,1068
757400162377592832,15267,6917
757393109802180609,5866,1752
757354760399941633,4552,1433
756998049151549440,6344,2001
756939218950160384,6706,2025
756651752796094464,5109,1316
756526248105566208,10500,3616
756303284449767430,3974,1103
756288534030475264,43152,17608
756275833623502848,6469,1545
755955933503782912,7386,2904
755206590534418437,16571,5403
755110668769038337,21369,11186
754874841593970688,0,7984
754856583969079297,6945,2547
754747087846248448,2606,525
754482103782404096,5340,1968
754449512966619136,3780,736
754120377874386944,7935,2376
753655901052166144,5873,2182
753420520834629632,7973,3597
753398408988139520,5802,1920
753375668877008896,7706,2341
753298634498793472,0,5745
753294487569522689,3398,1050
753039830821511168,37360,21042
753026973505581056,3943,975
752932432744185856,12723,6901
752917284578922496,6965,1590
752701944171524096,0,2893
752682090207055872,6038,1604
752660715232722944,4405,1567
752568224206688256,5549,2298
752519690950500352,7418,3461
752334515931054080,3838,1100
752309394570878976,0,16367
752173152931807232,6003,1852
751950017322246144,3081,928
751937170840121344,5222,1343
751830394383790080,5842,1961
751793661361422336,5871,2920
751598357617971201,7975,3057
751583847268179968,4419,1112
751538714308972544,5067,1270
751456908746354688,3239,1008
751251247299190784,12596,5917
751205363882532864,6362,1826
751132876104687617,5101,1304
750868782890057730,4822,1372
750719632563142656,13253,5071
750506206503038976,4462,1149
750429297815552001,13247,4304
750383411068534784,4584,1154
750381685133418496,702,27
750147208377409536,3122,965
750132105863102464,3636,1299
750117059602808832,4359,1319
750101899009982464,3053,849
750086836815486976,2176,537
750071704093859840,7871,3358
750056684286914561,3173,900
750041628174217216,3201,623
750026558547456000,2731,793
750011400160841729,3258,908
749996283729883136,3082,822
749981277374128128,5146,2478
749774190421639168,4679,1321
749417653287129088,6139,1648
749403093750648834,2637,537
749395845976588288,8608,3456
749317047558017024,5528,2243
749075273010798592,5774,2080
749064354620928000,4826,1532
749036806121881602,3107,795
748977405889503236,10814,3405
748932637671223296,5843,2265
748705597323898880,2791,951
748699167502000129,4764,1594
748692773788876800,4270,1335
748575535303884801,6099,1980
748568946752774144,2203,670
748346686624440324,5238,1227
748337862848962560,7671,4124
748324050481647620,3693,763
748307329658011649,3685,713
748220828303695873,14198,7834
747963614829678593,5796,2147
747933425676525569,6617,2547
747885874273214464,2958,978
747844099428986880,2828,750
747816857231626240,4869,1169
747651430853525504,1394,156
747648653817413632,12941,5880
747600769478692864,2333,555
747594051852075008,3689,1058
747512671126323200,5565,1613
747461612269887489,3881,1044
747439450712596480,5445,1920
747242308580548608,0,2909
747219827526344708,5279,1576
747204161125646336,3383,926
747103485104099331,9586,3968
746906459439529985,2902,297
746872823977771008,5995,2136
746818907684614144,5332,1742
746790600704425984,4890,1608
746757706116112384,9589,3916
746726898085036033,6067,1802
746542875601690625,5047,1882
746521445350707200,0,985
746507379341139972,4666,1084
746369468511756288,6190,1634
746131877086527488,6925,2207
746056683365994496,3555,810
745789745784041472,4038,1067
745712589599014916,7022,2336
745433870967832576,7091,2538
745422732645535745,8587,2439
745314880350101504,7198,2753
745074613265149952,7855,3512
745057283344719872,7261,2269
744995568523612160,2970,622
744971049620602880,7893,2694
744709971296780288,5622,1563
744334592493166593,6790,2116
744234799360020481,156588,78043
744223424764059648,1668,367
743980027717509120,4179,1093
743895849529389061,3646,961
743835915802583040,0,2083
743609206067040256,4482,1383
743595368194129920,18400,6545
743545585370791937,3532,939
743510151680958465,7923,3726
743253157753532416,4231,1226
743222593470234624,6215,1902
743210557239623680,3839,1364
742534281772302336,7067,3578
742528092657332225,4419,1979
742465774154047488,7263,3902
742423170473463808,9821,3773
742385895052087300,6812,1973
742161199639494656,4339,1376
742150209887731712,5134,1551
741793263812808706,4541,1511
741743634094141440,8174,2755
741438259667034112,3677,835
741303864243200000,8781,3207
741099773336379392,9998,5516
741067306818797568,9500,3099
740995100998766593,6376,2744
740711788199743490,3402,936
740699697422163968,2849,785
740676976021798912,18159,6819
740373189193256964,34942,13312
740365076218183684,2453,431
740359016048689152,3298,869
740214038584557568,6684,1963
739979191639244800,19958,5909
739932936087216128,4056,1070
739844404073074688,3801,853
739623569819336705,3763,1350
739606147276148736,5374,1654
739544079319588864,39511,21230
739485634323156992,7153,2920
739238157791694849,115644,57855
738891149612572673,111,6
738885046782832640,3768,1140
738883359779196928,3301,790
738537504001953792,5080,1539
738402415918125056,3246,838
738184450748633089,4315,1204
738166403467907072,8759,3351
738156290900254721,2506,643
737826014890496000,5267,1765
737800304142471168,9975,3446
737678689543020544,5029,1315
737445876994609152,10247,4453
737322739594330112,3598,811
737310737551491075,14651,7408
736736130620620800,4251,1728
736392552031657984,17651,7357
736365877722001409,3969,1240
736225175608430592,8119,2776
736010884653420544,7878,2982
735991953473572864,3584,1149
735648611367784448,4019,1098
735635087207878657,6152,2337
735274964362878976,12986,5021
735256018284875776,3322,880
735137028879360001,3128,966
734912297295085568,2744,524
734787690684657664,12510,6258
734776360183431168,2498,542
734559631394082816,1483,395
733828123016450049,3568,781
733822306246479872,3667,1018
733482008106668032,3134,951
733460102733135873,4184,1279
733109485275860992,50070,16819
732732193018155009,2433,535
732726085725589504,3537,885
732585889486888962,3648,777
732375214819057664,8053,2506
732005617171337216,14855,5392
731285275100512256,3481,985
731156023742988288,3830,1262
